URL,U ID,Domain,Department,Name,Description,Type,Visits,Creation Date,Refresh rate,Last Update Date (data),Last Updated,Category,Keywords,Downloads,Owner,Owner UID,Contact Email,License,Data Provided By,Source Link,Routing & Approval,api_endpoint,System,Does this data have a Location column? (Yes or No),What geographic unit is the data collected?,geometryType,hasAttachments
https://data.lacity.org/d/mtys-qz4j,mtys-qz4j,data.lacity.org,,Work Orders Completed: El Pueblo Historical Monument,Work orders are maintenance and repair items in and around the El Pueblo Historical Monument historic monument.,dataset,1,05/30/2014 11:29:00 PM +0000,Daily,10/12/2016 10:51:00 PM +0000,,A Livable and Sustainable City,historic buildings,0,El Pueblo OpenData,rz8e-rup2,,Public Domain,El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/mtys-qz4j.json,,,,,
https://data.lacity.org/d/geed-7eey,geed-7eey,data.lacity.org,Harbor,Port of Los Angeles - Film Permit Tracking 2014,Port of Los Angeles - Film Permit Tracking 2014,dataset,233,03/24/2014 04:27:00 PM +0000,,03/24/2014 04:27:00 PM +0000,,A Prosperous City,,679,Port of Los Angeles,2ib6-ssvz,opendata@portla.org,Creative Commons 1.0 Universal (Public Domain Dedication),Port of Los Angeles,,,https://data.lacity.org/resource/geed-7eey.json,,,,,
https://data.lacity.org/d/i6yd-dz6m,i6yd-dz6m,data.lacity.org,,El Pueblo - Performance Metrics,This dataset contains metrics that measure the operational performance of the El Pueblo. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making.  Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,dataset,189,08/26/2014 05:47:00 PM +0000,,04/22/2015 06:25:00 PM +0000,,,el pueblo,566,Miguel Sangalang,tyhz-nfmm,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo,,,https://data.lacity.org/resource/i6yd-dz6m.json,,,,,
https://data.lacity.org/d/sijn-eyig,sijn-eyig,data.lacity.org,Transportation,Parking Meters Citywide,LADOT Parking Meter Inventory Dec. 2015,gis map,393,03/04/2016 10:09:00 PM +0000,Semi-annual,03/04/2016 10:09:00 PM +0000,,A Well Run City,"parking meters,parking meter restrictions",219,Mike Shimokochi,epkx-23qu,,Creative Commons 1.0 Universal (Public Domain Dedication),LADOT,,,https://data.lacity.org/resource/sijn-eyig.json,,Yes,Latitude/longitude,,
https://data.lacity.org/d/5cev-vcqj,5cev-vcqj,data.lacity.org,,Cultural & Special Events at El Pueblo Historical Monument,Number and type of events at El Pueblo,dataset,1,05/30/2014 12:42:00 AM +0000,Daily,10/12/2016 11:06:00 PM +0000,,A Livable and Sustainable City,"events,culture",0,El Pueblo OpenData,rz8e-rup2,,Public Domain,El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/5cev-vcqj.json,,,,,
https://controllerdata.lacity.org/d/hgnd-chpq,hgnd-chpq,controllerdata.lacity.org,,Trending Charts,Socrata Internal,dataset,178,09/11/2014 08:34:00 PM +0000,,12/10/2015 05:26:00 PM +0000,,,,27,Dylan Bussone,vcvp-yass,,,,,,https://controllerdata.lacity.org/resource/hgnd-chpq.json,,,,,
https://data.lacity.org/d/wkek-kqw4,wkek-kqw4,data.lacity.org,Planning,Cases Completed 2013,Total Cases Completed by the Department of City Planning for the Year 2013.,dataset,506,05/22/2014 09:46:00 PM +0000,,05/22/2014 09:46:00 PM +0000,,A Livable and Sustainable City,"planning,cases completed,entitlement,environmental,development",670,Planning OpenData,9jxz-e3ru,,Creative Commons 1.0 Universal (Public Domain Dedication),"City of Los Angeles, Department of City Planning",http://planning.lacity.org/,,https://data.lacity.org/resource/wkek-kqw4.json,,,,,
https://data.lacity.org/d/jyp5-hczt,jyp5-hczt,data.lacity.org,LA Sanitation,"LASAN:  Solid Resources Tonnages - Bulky Item, E-Waste, and White Goods","Monthly tonnages reported by district yards.  White goods include large household appliances such as refrigerators, washers, and dryers.",dataset,4,12/01/2015 02:06:00 AM +0000,Monthly,03/20/2017 03:52:00 PM +0000,,A Livable and Sustainable City,"lasan,tonnage,waste,garbage,solid resources,sanitation,bulky item,e-waste,white goods",0,Public Works: Sanitation OpenData,jwvk-b9mh,irene.cruz@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),LA Sanitation,,Not in Queue,https://data.lacity.org/resource/jyp5-hczt.json,,No,,,
https://data.lacity.org/d/diev-46hg,diev-46hg,data.lacity.org,Other,El Pueblo Tours,The number of tours provided by the Angelitas del Pueblo of the historic monument.,dataset,286,05/29/2014 09:15:00 PM +0000,Daily,08/02/2017 04:24:00 PM +0000,,A Livable and Sustainable City,tours,327,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,,https://data.lacity.org/resource/diev-46hg.json,,,,,
https://controllerdata.lacity.org/d/rqat-8yn9,rqat-8yn9,controllerdata.lacity.org,,Home Page - Data Links,SOCRATA Dataset,dataset,239,09/02/2014 07:52:00 PM +0000,,06/09/2016 11:55:00 PM +0000,,,,26,Dylan Bussone,vcvp-yass,,,,,,https://controllerdata.lacity.org/resource/rqat-8yn9.json,,,,,
https://data.lacity.org/d/uzk3-3uf8,uzk3-3uf8,data.lacity.org,LADWP,LADWP Power Poles Replaced,Cumulative number of poles replaced annually (fiscal year) under the LADWP Power System Reliability Program,dataset,1,05/23/2014 11:02:00 PM +0000,Quarterly,05/23/2014 11:09:00 PM +0000,,A Well Run City,"power polls,reliability",0,LA DWP OpenData,hb8e-gdsp,,Creative Commons 1.0 Universal (Public Domain Dedication),LADWP,,Not in Queue,https://data.lacity.org/resource/uzk3-3uf8.json,,No,,,
https://data.lacity.org/d/qm7r-xkj7,qm7r-xkj7,data.lacity.org,Other,Museum Visitors,"Individual visits to El Pueblo museums, per month.",dataset,2,05/29/2014 10:51:00 PM +0000,Daily,11/16/2016 11:21:00 PM +0000,,A Livable and Sustainable City,museums,0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/qm7r-xkj7.json,,,,,
https://data.lacity.org/d/pd86-g9ej,pd86-g9ej,data.lacity.org,Mayor's Office,Home Page - Featured Datasets,This is one of several datasets used to customize the data.lacity homepage,dataset,242,04/01/2014 11:47:00 PM +0000,Other - See Description,05/31/2014 02:51:00 PM +0000,,,"socrata,homepage",607,Dylan Bussone,vcvp-yass,mayor.opendata@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/pd86-g9ej.json,,No,,,
https://data.lacity.org/d/ep87-k7sk,ep87-k7sk,data.lacity.org,Transportation,Hollywood PPD,Hollywood Area Preferential Parking Districts,gis map,733,05/16/2014 07:40:00 PM +0000,Annual,11/29/2016 06:09:00 PM +0000,,A Well Run City,"preferential parking,permit parking,residential parking",342,LA DOT OpenData,8b8n-vh2w,,Creative Commons 1.0 Universal (Public Domain Dedication),LADOT,http://ladot.lacity.org/what-we-do/parking/parking-permits,,https://data.lacity.org/resource/ep87-k7sk.json,,Yes,Other,,
https://data.lacity.org/d/eptv-ez5c,eptv-ez5c,data.lacity.org,Other,Cultural & Special Events at El Pueblo Historical Monument,Number and type of events at El Pueblo,dataset,2,05/30/2014 12:42:00 AM +0000,Daily,11/16/2016 11:54:00 PM +0000,,A Livable and Sustainable City,"events,culture",0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/eptv-ez5c.json,,,,,
https://data.lacity.org/d/tfsb-fwmw,tfsb-fwmw,data.lacity.org,City Clerk,Election 2013 March Primary Voting Results,Statement of Votes Cast of the Election Results,dataset,381,05/30/2014 02:29:00 PM +0000,,05/30/2014 02:31:00 PM +0000,,A Well Run City,,521,City Clerk OpenData,ika6-27vg,clerk.election@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/tfsb-fwmw.json,,,,,
https://data.lacity.org/d/6xuk-a67v,6xuk-a67v,data.lacity.org,Emergency Management,Emergency Management Department - Community Outreach - First Quarter 2014,Community Outreach conducted by the Emergency Management Department for the period of January - March 2014,dataset,248,05/27/2014 05:20:00 PM +0000,,05/27/2014 05:29:00 PM +0000,,A Safe City,"emergency preparedness,emergency management",678,Emergency Management OpenData,vnsa-hifw,emd.opendata@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/6xuk-a67v.json,,,,,
https://data.lacity.org/d/qq2n-4wfr,qq2n-4wfr,data.lacity.org,,Work Source Centers Location And Contact Info,"Identifies EWDD WorkSource Centers along with related agency, location, and contact information.",dataset,200,05/30/2014 03:19:00 PM +0000,,05/30/2014 03:27:00 PM +0000,,,"ewdd,worksource,agency",668,Economic and Workforce Dev OpenData,utpt-bj92,,Creative Commons 1.0 Universal (Public Domain Dedication),EWDD,,,https://data.lacity.org/resource/qq2n-4wfr.json,,,,,
https://data.lacity.org/d/trxm-jn3c,trxm-jn3c,data.lacity.org,Other,Museum Visitors,"Individual visits to El Pueblo museums, per month.",dataset,344,05/29/2014 10:51:00 PM +0000,Daily,08/02/2017 04:29:00 PM +0000,,A Livable and Sustainable City,museums,610,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,,https://data.lacity.org/resource/trxm-jn3c.json,,,,,
https://data.lacity.org/d/f88n-w5b8,f88n-w5b8,data.lacity.org,,HACLA Resident Ethnicity Demographics - Large Public Housing Sites (16),Ethnicity breakdown for large public housing sites owned by the Housing Authority of the City of Los Angeles. Updated 2015.,dataset,470,01/15/2015 08:35:00 PM +0000,Annual,01/26/2015 11:40:00 PM +0000,,A Prosperous City,"housing,hacla,housing authority,public housing",575,HACLA,c4gd-54mz,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/f88n-w5b8.json,,,,,
https://data.lacity.org/d/84tn-5nig,84tn-5nig,data.lacity.org,Other,Museum Visitors,"Individual visits to El Pueblo museums, per month.",dataset,1,05/29/2014 10:51:00 PM +0000,Daily,03/20/2017 10:47:00 PM +0000,,A Livable and Sustainable City,museums,0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/84tn-5nig.json,,,,,
https://data.lacity.org/d/r3up-67wh,r3up-67wh,data.lacity.org,LADWP,Feed-in Tariff Solar Program,Quarter-Year	Installed Capacity from the Feed-in Tariff (FiT) Program in Kilowatts. The FiT program enables third parties to develop solar or other renewable energy and sell the power to the utility.  This is a relatively new program with projects in the beginning stages.,dataset,246,05/14/2014 12:07:00 AM +0000,,05/19/2014 08:39:00 PM +0000,,A Livable and Sustainable City,"feed-in tariff,local solar,fit",619,LA DWP OpenData,hb8e-gdsp,,Creative Commons 1.0 Universal (Public Domain Dedication),LADWP,,,https://data.lacity.org/resource/r3up-67wh.json,,,,,
https://data.lacity.org/d/pzfk-ug3i,pzfk-ug3i,data.lacity.org,Transportation,Central PPD,Preferential Parking in the Central Area,gis map,220,05/14/2014 10:17:00 PM +0000,Annual,11/29/2016 06:09:00 PM +0000,,A Well Run City,"preferential parking,permit parking,residential parking",322,LA DOT OpenData,8b8n-vh2w,,Creative Commons 1.0 Universal (Public Domain Dedication),LADOT,http://ladot.lacity.org/what-we-do/parking/parking-permits,,https://data.lacity.org/resource/pzfk-ug3i.json,,Yes,Other,,
https://data.lacity.org/d/wsxm-8zaw,wsxm-8zaw,data.lacity.org,,Full Time Power Street Lights Map,"Street Light Assets that are full time power, not historic or decorative",map view,173,03/29/2015 04:26:00 PM +0000,Annual,03/29/2015 04:21:00 PM +0000,,A Well Run City,"street lights,fiber,citylinkla",19,Abhi Nemani,7t2j-pb28,abhi.nemani@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),ITA,,Not in Queue,https://data.lacity.org/resource/wsxm-8zaw.json,,,,,
https://data.lacity.org/d/skve-7mzv,skve-7mzv,data.lacity.org,Fire and Police Pensions,Avg Monthly Service Pension,Avg Monthly Service Pension,dataset,223,05/23/2014 10:36:00 PM +0000,Monthly,05/23/2014 10:36:00 PM +0000,,A Well Run City,service pension,560,Fire & Police Pensions OpenData,sgjw-6a7f,bob.yan@lafpp.com,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/skve-7mzv.json,,No,,,
https://data.lacity.org/d/ugih-icnq,ugih-icnq,data.lacity.org,Other,Customer Survey Responses,Questionnaires are provided to El Pueblo visitors; a minimum of 75 are tabulated each month.,dataset,1,05/30/2014 11:48:00 PM +0000,Daily,05/24/2017 05:25:00 PM +0000,,A Livable and Sustainable City,"tourism,survey",0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/ugih-icnq.json,,,,,
https://data.lacity.org/d/5a4i-e2zs,5a4i-e2zs,data.lacity.org,Harbor,Port of Los Angeles - Historic Tonage Data Short Ton (1920-1970),Port of Los Angeles - Historic Tonage Data Short Ton(1920-1970),dataset,184,03/24/2014 07:41:00 PM +0000,,03/24/2014 07:41:00 PM +0000,,A Prosperous City,"jobs,economy,business,port,historic tonage,short ton,tonnage",617,Port of Los Angeles,2ib6-ssvz,opendata@portla.org,Creative Commons 1.0 Universal (Public Domain Dedication),Port of Los Angeles,,,https://data.lacity.org/resource/5a4i-e2zs.json,,,,,
https://data.lacity.org/d/7ki7-j4zh,7ki7-j4zh,data.lacity.org,LADWP,LADWP Stormwater Capture by Fiscal Year,LADWP's capacity for stormwater and actual stormwater collected,dataset,1,05/23/2014 11:21:00 PM +0000,,05/23/2014 11:29:00 PM +0000,,A Livable and Sustainable City,"stormwater,local water",0,LA DWP OpenData,hb8e-gdsp,,Creative Commons 1.0 Universal (Public Domain Dedication),LADWP,,Not in Queue,https://data.lacity.org/resource/7ki7-j4zh.json,,,,,
https://data.lacity.org/d/paqi-j4yv,paqi-j4yv,data.lacity.org,Planning,Area Planning Commission,Area Planning Commission Boundary,gis map,244,05/23/2014 01:44:00 PM +0000,Other - See Description,01/26/2017 05:28:00 PM +0000,,A Well Run City,"apc,area planning commission",460,Planning OpenData,9jxz-e3ru,,Creative Commons 1.0 Universal (Public Domain Dedication),Department of City PLanning,,,https://data.lacity.org/resource/paqi-j4yv.json,,Yes,,,
https://data.lacity.org/d/qer2-sxr5,qer2-sxr5,data.lacity.org,,BSS Pavement Preservation Annual Data,"Annual Data FY 10 to FY 13 for street resurfacing, resealing, small asphalt repairs (potholes), slurry seal",dataset,200,05/30/2014 09:24:00 PM +0000,,05/30/2014 09:24:00 PM +0000,,,,571,Public Works: Street Services OpenData,df4s-jhab,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/qer2-sxr5.json,,,,,
https://data.lacity.org/d/r5zp-atgu,r5zp-atgu,data.lacity.org,Harbor,Port of Los Angeles - Public Safety and Law Enforcement,Port of Los Angeles - Public Safety and Law Enforcement,dataset,452,04/23/2014 08:18:00 PM +0000,Monthly,07/10/2017 05:40:00 PM +0000,,A Safe City,"public safety,lapp,pola",512,Port of Los Angeles,2ib6-ssvz,opendata@portla.org,Creative Commons 1.0 Universal (Public Domain Dedication),Port of Los Angeles,,,https://data.lacity.org/resource/r5zp-atgu.json,,No,,,
https://data.lacity.org/d/ueiu-fmbr,ueiu-fmbr,data.lacity.org,LAFD,LAFD Calendar,Calendar of Events for LAFD,href,383,05/22/2014 12:14:00 AM +0000,,11/29/2016 06:41:00 PM +0000,,A Safe City,"lafd,calendar,events",47,Suzann,qbis-x7hq,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/ueiu-fmbr.json,,,,,
https://data.lacity.org/d/jh3m-pgxa,jh3m-pgxa,data.lacity.org,,Bureau Of Street Lighting (BSL) - Performance Metrics,This dataset contains metrics that measure the operational performance of the Bureau of Street Lighting. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,dataset,1,07/31/2014 05:23:00 PM +0000,Monthly,10/17/2016 08:07:00 PM +0000,,A Livable and Sustainable City,"bureau of street lighting,bsl,performance,metrics",0,Public Works: Street Lighting OpenData,kmuv-58sk,,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Street Lighting,,Not in Queue,https://data.lacity.org/resource/jh3m-pgxa.json,,No,City,,
https://data.lacity.org/d/5y5q-d9ew,5y5q-d9ew,data.lacity.org,Bureau of Street Lighting,Bureau Of Street Lighting (BSL) - Performance Metrics,This dataset contains metrics that measure the operational performance of the Bureau of Street Lighting. These metrics are used on a regular basis by the department and the Mayor to evaluate progress and inform decision making. Performance management forms the foundation of a data-driven culture of innovation and excellence in the City of Los Angeles.,dataset,385,07/31/2014 05:23:00 PM +0000,Monthly,06/28/2017 03:27:00 PM +0000,,A Livable and Sustainable City,"bureau of street lighting,bsl,performance,metrics",647,Public Works: Street Lighting OpenData,kmuv-58sk,,Creative Commons 1.0 Universal (Public Domain Dedication),Bureau of Street Lighting,,,https://data.lacity.org/resource/5y5q-d9ew.json,,No,City,,
https://data.lacity.org/d/2iag-wzf4,2iag-wzf4,data.lacity.org,LADWP,LADWP Power Poles Replaced,Cumulative number of poles replaced annually (fiscal year) under the LADWP Power System Reliability Program,dataset,1,05/23/2014 11:02:00 PM +0000,Quarterly,03/03/2017 11:07:00 PM +0000,,A Well Run City,"power polls,reliability",0,LA DWP OpenData,hb8e-gdsp,,Creative Commons 1.0 Universal (Public Domain Dedication),LADWP,,Not in Queue,https://data.lacity.org/resource/2iag-wzf4.json,,No,,,
https://data.lacity.org/d/iyyp-p2fx,iyyp-p2fx,data.lacity.org,,LASAN: Miles of Sewer Cleaned,Miles of Sewer cleaned is reported monthly by LA Sanitation.,dataset,284,08/12/2014 02:39:00 PM +0000,Quarterly,04/25/2017 02:18:00 PM +0000,,A Livable and Sustainable City,"lasan,bureau of sanitation,sanitation,sewers,cleaned sewers",268,Public Works: Sanitation OpenData,jwvk-b9mh,,Creative Commons 1.0 Universal (Public Domain Dedication),LA Sanitation,,,https://data.lacity.org/resource/iyyp-p2fx.json,,,,,
https://data.lacity.org/d/ecmz-y7uh,ecmz-y7uh,data.lacity.org,,Port of Los Angeles - Workers' Compensation Light Duty Hours,Light Duty Hours Per Pay Period,dataset,1,05/23/2014 05:29:00 PM +0000,,11/01/2016 04:54:00 PM +0000,,A Well Run City,port,0,Port of Los Angeles,2ib6-ssvz,opendata@portla.org,,Port of Los Angeles,,Not in Queue,https://data.lacity.org/resource/ecmz-y7uh.json,,,,,
https://data.lacity.org/d/un3r-x4nm,un3r-x4nm,data.lacity.org,Other,Rental Contracts Completed at El Pueblo Historical Monument,Rental of El Pueblo property for filming or event activities.,dataset,2,05/29/2014 11:55:00 PM +0000,Daily,03/20/2017 10:17:00 PM +0000,,A Livable and Sustainable City,site rental,0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/un3r-x4nm.json,,Yes,,,
https://data.lacity.org/d/kxz5-hjdi,kxz5-hjdi,data.lacity.org,Mayor's Office,Category Page Box Content,This is one of several datasets used to customize the data.lacity homepage,dataset,238,04/03/2014 04:01:00 PM +0000,Other - See Description,12/21/2015 11:12:00 PM +0000,,,"socrata,homepage",569,Dylan Bussone,vcvp-yass,mayor.opendata@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/kxz5-hjdi.json,,No,,,
https://data.lacity.org/d/ccty-dx29,ccty-dx29,data.lacity.org,,Playa Vista,"Street Light Assets that are full time power, not historic or decorative",map view,285,07/27/2015 03:16:00 AM +0000,Annual,03/29/2015 04:21:00 PM +0000,,A Well Run City,"street lights,fiber,citylinkla",27,bondah,xe2q-yena,,Creative Commons 1.0 Universal (Public Domain Dedication),ITA,,Not in Queue,https://data.lacity.org/resource/ccty-dx29.json,,,,,
https://data.lacity.org/d/vxhy-r447,vxhy-r447,data.lacity.org,,Public Housing Sites Managed HACLA 2014,Public Housing Sites Managed HACLA 2014,dataset,241,12/06/2014 10:02:00 PM +0000,Annual,01/12/2015 09:50:00 PM +0000,,A Livable and Sustainable City,"housing authority for the city of los angeles,hacla,locations,public housing,housing,sites",583,Rodd Talebi,ihg6-62bp,rodd.talebi.intern@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/vxhy-r447.json,,,,,
https://data.lacity.org/d/hkig-2qjq,hkig-2qjq,data.lacity.org,City Clerk,Election 2013 March Primary Polling Place List,Listing of the poll place locations for the 2013 March primary election. Includes detail listing down to the established precincts with Council District indicator.,dataset,240,05/30/2014 03:03:00 PM +0000,,05/30/2014 03:05:00 PM +0000,,A Well Run City,,427,City Clerk OpenData,ika6-27vg,clerk.election@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/hkig-2qjq.json,,,,,
https://controllerdata.lacity.org/d/uu9w-6f5z,uu9w-6f5z,controllerdata.lacity.org,Controller,Financial Reports & Documents,"A repository of financial documents, statements and reports relating to all aspects of City operations.",dataset,334,02/27/2015 10:48:00 PM +0000,As Needed,06/06/2017 07:13:00 PM +0000,,Audits and Reports,reports,242,Controller's Office,mnkj-bu52,,Public Domain,Controller,http://controller.lacity.org,,https://controllerdata.lacity.org/resource/uu9w-6f5z.json,Financial Reporting,,,,
https://data.lacity.org/d/3jpx-eb3k,3jpx-eb3k,data.lacity.org,,TEST Open Data SRTonnage Mar EV2014,TEST Bureau of Sanitation Tonnages,dataset,9,08/11/2014 07:25:00 PM +0000,,08/12/2014 05:03:00 PM +0000,,A Livable and Sustainable City,"sanitation,waste,recycle,recycling,waste categories",0,sanodata,mc98-5kjj,,,Bureau of Sanitation,,Not in Queue,https://data.lacity.org/resource/3jpx-eb3k.json,,,,,
https://data.lacity.org/d/746u-cr6b,746u-cr6b,data.lacity.org,Information Technology,What's Happening LA Calender - Subject Matter Categories - Reference,Categories for Subject Matter,dataset,217,05/02/2014 04:41:00 PM +0000,,03/05/2015 11:57:00 PM +0000,,A Livable and Sustainable City,"event subject,what's happening,event",555,ITA OpenData,yb4r-dcys,joyce.edson@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),individual,,,https://data.lacity.org/resource/746u-cr6b.json,,,,,
https://data.lacity.org/d/2jif-izun,2jif-izun,data.lacity.org,Other,Cultural & Special Events at El Pueblo Historical Monument,Number and type of events at El Pueblo,dataset,2,05/30/2014 12:42:00 AM +0000,Daily,12/14/2016 11:53:00 PM +0000,,A Livable and Sustainable City,"events,culture",0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/2jif-izun.json,,,,,
https://data.lacity.org/d/bn7b-hx2n,bn7b-hx2n,data.lacity.org,Other,Rental Contracts Completed at El Pueblo Historical Monument,Rental of El Pueblo property for filming or event activities.,dataset,1,05/29/2014 11:55:00 PM +0000,Daily,06/15/2017 11:25:00 PM +0000,,A Livable and Sustainable City,site rental,0,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo,http://elpueblo.lacity.org/index.htm,Not in Queue,https://data.lacity.org/resource/bn7b-hx2n.json,,Yes,,,
https://data.lacity.org/d/i4ke-p6yq,i4ke-p6yq,data.lacity.org,Bureau of Street Lighting,Citywide LED Streetlight Savings,"The LED Streetlight Replacement Program has replaced over 170,000 existing streetlight fixtures in the city, resulting in substantial energy and carbon emissions savings.",dataset,368,05/12/2014 10:38:00 PM +0000,Monthly,06/28/2017 03:42:00 PM +0000,,A Livable and Sustainable City,"streetlight,led,energy,savings,pollution",643,Public Works: Street Lighting OpenData,kmuv-58sk,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/i4ke-p6yq.json,,Yes,Other,,
https://data.lacity.org/d/tks4-u9wn,tks4-u9wn,data.lacity.org,,General Plan Land Use,"California State Law requires every city and county to adopt a comprehensive General Plan to guide its future development. The General Plan to guide its future development. The General Plan essentially serves as ""constitution for development"". This document serves as the foundation for all land use decisions. The General Plan includes seven (7) required ""Elements"" that are mandated by State law. Local governments adopt additional optional elements to address local priorities and planning goals.",gis map,672,05/23/2014 02:25:00 PM +0000,,07/15/2017 12:16:00 AM +0000,,A Well Run City,,775,Planning OpenData,9jxz-e3ru,,Creative Commons 1.0 Universal (Public Domain Dedication),Department of City Planning,http://cityplanning.lacity.org,,https://data.lacity.org/resource/tks4-u9wn.json,,,,,
https://data.lacity.org/d/75mm-gccg,75mm-gccg,data.lacity.org,Cultural Affairs,DCA Grant Awards by Grant Type,"Providing grant support to LA’s rich and diverse arts and cultural organizations and individual artists is the core service provided by the Department of Cultural Affairs. The budget of the Grant Program has fluctuated between $2.1 and $3.3 million dollars per year, approx. 10% of the department's annual budget. The categories of grants include: Artists-In Residence (AIR), Cultural Engagement International (CEI), City of Los Angeles Fellowships (COLA) Individual Artist Fellowships, Community Advancement, and Organizational/Festival grants.",dataset,284,10/02/2014 03:11:00 AM +0000,Semi-annual,10/02/2014 03:22:00 AM +0000,,A Livable and Sustainable City,"dca,grants,grant-type,non-profit,organizations,individual artists",594,Cultural Affairs OpenData,nze8-qr9f,dca.grants@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),"City of Los Angeles, Department of Cultural Affairs",,,https://data.lacity.org/resource/75mm-gccg.json,,No,,,
https://data.lacity.org/d/pnat-cnpj,pnat-cnpj,data.lacity.org,Transportation,DOT - Total Miles Of Bicycle Lanes And Paths Chart,,dataset,216,05/30/2014 10:06:00 PM +0000,Other - See Description,05/30/2014 10:06:00 PM +0000,,A Livable and Sustainable City,,594,LA DOT OpenData,8b8n-vh2w,,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/pnat-cnpj.json,,No,Other,,
https://data.lacity.org/d/8sbu-dvfy,8sbu-dvfy,data.lacity.org,Other,Cultural & Special Events at El Pueblo Historical Monument,Number and type of events at El Pueblo,dataset,375,05/30/2014 12:42:00 AM +0000,Daily,08/02/2017 04:27:00 PM +0000,,A Livable and Sustainable City,"events,culture",506,El Pueblo OpenData,rz8e-rup2,,Creative Commons 1.0 Universal (Public Domain Dedication),El Pueblo Historical Monument,http://elpueblo.lacity.org/index.htm,,https://data.lacity.org/resource/8sbu-dvfy.json,,,,,
https://data.lacity.org/d/jx82-7rs5,jx82-7rs5,data.lacity.org,Information Technology,What's Happening LA Calender - Age Groupings Categories - Reference,age grouping catagories,dataset,259,05/02/2014 05:08:00 PM +0000,,02/25/2015 01:19:00 AM +0000,,A Livable and Sustainable City,,545,ITA OpenData,yb4r-dcys,joyce.edson@lacity.org,Creative Commons 1.0 Universal (Public Domain Dedication),,,,https://data.lacity.org/resource/jx82-7rs5.json,,,,,
